,Unnamed: 0,date,prix,chambres,salles_de_bain,m2_habitable,m2_Lot,étages,vue_sur_l-eau,vue,condition,état,m2_above,m2_cave,yr_renovated,zipcode,lat,long,m2_habitable15,m2_lot15
10524,10524,20141004T000000,351358.0,2,1.75,403.33,396.33,2.0,0,0,3,8,403.33,0.0,2014,98029,47.55,-122.0,513.33,557.33
10525,10525,20150310T000000,1700000.0,5,2.75,1270.0,3120.0,2.0,0,0,3,10,1270.0,0.0,2014,98004,47.6,-122.19,703.33,3290.0
10526,10526,20150407T000000,1565000.0,4,3.5,1790.0,107738.33,2.0,0,0,3,10,1790.0,0.0,2002,98075,47.6,-122.08,1260.0,3297.0
10527,10527,20141020T000000,850000.0,3,2.0,513.33,1200.0,2.0,0,0,3,8,513.33,0.0,1988,98112,47.63,-122.28,990.0,1200.0
10528,10528,20140514T000000,470000.0,4,2.5,770.0,4674.33,2.0,0,0,3,9,770.0,0.0,1991,98019,47.74,-121.96,803.33,4669.0
10529,10529,20141118T000000,770000.0,3,2.25,623.33,633.33,3.0,0,0,3,8,623.33,0.0,2008,98103,47.65,-122.34,563.33,564.67
10530,10530,20140624T000000,366000.0,3,1.75,613.33,3813.33,1.0,0,0,4,8,446.67,166.67,1977,98059,47.47,-122.14,646.67,3813.33
10531,10531,20140710T000000,545000.0,3,2.5,686.67,2394.67,2.0,0,0,3,8,686.67,0.0,1987,98029,47.57,-122.01,743.33,2596.0
10532,10532,20140909T000000,205000.0,3,1.0,336.67,2933.33,1.0,0,0,4,7,336.67,0.0,1968,98002,47.28,-122.21,516.67,2566.67
10533,10533,20140508T000000,405000.0,2,1.0,340.0,2718.33,1.0,0,0,4,7,340.0,0.0,1948,98177,47.73,-122.36,476.67,2719.0
10534,10534,20150410T000000,467000.0,4,2.5,740.0,2403.33,1.0,0,0,3,7,423.33,316.67,1973,98011,47.74,-122.18,740.0,2437.67
10535,10535,20140926T000000,392500.0,2,1.0,350.0,1375.0,1.0,0,0,4,7,350.0,0.0,1909,98144,47.57,-122.31,550.0,1375.0
10536,10536,20141027T000000,901000.0,4,2.75,1010.0,6133.33,1.5,0,3,3,9,786.67,223.33,1973,98034,47.7,-122.24,1010.0,4162.0
10537,10537,20141203T000000,500000.0,3,1.75,600.0,2399.67,1.0,0,0,3,7,433.33,166.67,1972,98125,47.73,-122.31,600.0,2700.0
10538,10538,20140530T000000,384950.0,3,2.5,620.0,1230.0,2.0,0,0,3,7,620.0,0.0,2000,98028,47.78,-122.24,623.33,1464.67
10539,10539,20150312T000000,1700000.0,4,3.5,1356.67,112094.33,2.0,0,0,3,11,1356.67,0.0,2006,98027,47.48,-122.04,1006.67,14871.0
10540,10540,20140717T000000,245000.0,2,1.0,286.67,2040.0,1.0,0,0,3,7,286.67,0.0,1948,98155,47.75,-122.33,366.67,2286.67
10541,10541,20150209T000000,1165000.0,4,2.25,1026.67,3495.67,2.0,0,0,4,9,1026.67,0.0,1968,98040,47.53,-122.22,826.67,3535.67
10542,10542,20150421T000000,184500.0,3,1.5,426.67,1213.33,2.0,0,0,3,6,426.67,0.0,1983,98002,47.33,-122.21,383.33,1368.33
10543,10543,20150414T000000,269000.0,2,2.0,513.33,1666.67,1.5,0,0,3,8,513.33,0.0,1986,98023,47.32,-122.39,530.0,1666.67
10544,10544,20140721T000000,570000.0,3,2.5,510.0,1098.67,2.0,0,0,3,8,510.0,0.0,1998,98007,47.62,-122.14,510.0,1366.33
10545,10545,20140512T000000,850000.0,4,1.75,783.33,3971.33,1.0,0,0,4,8,783.33,0.0,1961,98040,47.54,-122.23,746.67,3568.67
10546,10546,20150202T000000,209000.0,3,1.0,306.67,1733.33,1.0,0,0,4,6,306.67,0.0,1969,98042,47.36,-122.08,306.67,1625.0
10547,10547,20140806T000000,327000.0,4,1.75,613.33,1700.0,1.0,0,0,4,5,613.33,0.0,1933,98056,47.52,-122.2,720.0,1800.0
10548,10548,20140613T000000,369500.0,3,1.5,550.0,3319.0,1.0,0,0,4,7,366.67,183.33,1961,98125,47.73,-122.3,550.0,2652.33
10549,10549,20150226T000000,440000.0,3,1.75,586.67,2675.0,1.0,0,0,4,7,410.0,176.67,1976,98034,47.73,-122.19,530.0,2514.33
10550,10550,20140512T000000,947500.0,4,2.25,1096.67,4109.67,1.5,0,0,4,10,1096.67,0.0,1968,98040,47.56,-122.22,1056.67,4109.67
10551,10551,20150317T000000,510000.0,2,1.0,423.33,1500.0,1.5,0,0,4,7,423.33,0.0,1919,98122,47.61,-122.3,713.33,1516.67
10552,10552,20150428T000000,385000.0,3,2.0,533.33,3439.33,1.0,0,0,3,7,310.0,223.33,1941,98133,47.75,-122.35,530.0,2346.67
10553,10553,20140820T000000,370000.0,5,3.0,890.0,3306.67,1.0,0,0,3,8,466.67,423.33,1990,98001,47.32,-122.28,630.0,3447.0
10554,10554,20141201T000000,660000.0,4,1.5,653.33,1500.0,1.5,0,2,3,7,653.33,0.0,1922,98117,47.68,-122.36,653.33,1500.0
10555,10555,20150115T000000,729000.0,3,4.25,1100.0,102693.33,2.0,0,2,4,9,840.0,260.0,1976,98070,47.4,-122.42,710.0,30201.33
10556,10556,20140819T000000,440000.0,3,1.75,666.67,3960.0,2.0,0,0,3,8,666.67,0.0,1979,98075,47.59,-122.05,606.67,5040.0
10557,10557,20140910T000000,445000.0,4,2.5,786.67,27297.33,1.0,0,0,3,8,786.67,0.0,2000,98042,47.37,-122.16,576.67,6032.0
10558,10558,20141201T000000,460000.0,2,1.0,476.67,4030.67,1.0,0,0,4,7,476.67,0.0,1938,98125,47.7,-122.28,773.33,3600.0
10559,10559,20141202T000000,516000.0,3,3.0,776.67,2434.67,1.0,0,0,3,9,433.33,343.33,1971,98005,47.6,-122.17,776.67,3172.67
10560,10560,20140815T000000,343888.0,4,2.5,686.67,1869.0,2.0,0,0,3,7,686.67,0.0,2002,98058,47.44,-122.14,686.67,1789.0
10561,10561,20140609T000000,500000.0,4,1.75,746.67,3295.33,1.5,0,0,4,7,746.67,0.0,1965,98008,47.63,-122.12,513.33,2680.0
10562,10562,20150508T000000,465000.0,5,1.75,776.67,2150.0,1.0,0,1,3,8,443.33,333.33,1958,98146,47.5,-122.37,776.67,2752.67
10563,10563,20140512T000000,302000.0,5,2.25,726.67,2604.33,2.0,0,0,3,7,726.67,0.0,1986,98038,47.37,-122.05,626.67,2883.0
10564,10564,20141107T000000,195000.0,2,1.0,426.67,2620.33,1.0,0,0,4,6,426.67,0.0,1913,98002,47.3,-122.23,340.0,2160.0
10565,10565,20140609T000000,640000.0,3,2.5,713.33,2975.0,2.0,0,0,3,8,713.33,0.0,1991,98074,47.63,-122.03,770.0,2985.33
10566,10566,20140623T000000,502000.0,6,2.5,963.33,2707.33,1.0,0,0,3,8,543.33,420.0,1977,98008,47.59,-122.11,910.0,3305.0
10567,10567,20150417T000000,360000.0,3,2.5,493.33,1283.67,2.0,0,0,3,8,493.33,0.0,1998,98072,47.77,-122.16,550.0,1572.0
10568,10568,20150325T000000,290500.0,4,2.5,560.0,1000.0,2.0,0,0,3,7,560.0,0.0,2003,98178,47.49,-122.28,473.33,1833.33
10569,10569,20140509T000000,248000.0,4,3.0,721.0,1961.0,2.0,0,0,3,7,721.0,0.0,2006,98001,47.27,-122.25,566.67,3381.0
10570,10570,20140516T000000,433000.0,4,2.5,760.0,2522.67,2.0,0,0,4,7,760.0,0.0,2001,98056,47.51,-122.19,760.0,1770.67
10571,10571,20150413T000000,480000.0,2,1.0,273.33,1400.0,1.0,0,0,3,7,273.33,0.0,1980,98112,47.62,-122.3,430.0,1333.33
10572,10572,20150421T000000,410000.0,3,1.0,443.33,1666.67,1.0,0,0,3,7,373.33,70.0,1957,98125,47.72,-122.31,640.0,2596.67
10573,10573,20140505T000000,309950.0,4,2.75,770.0,1666.67,2.0,0,0,3,7,770.0,0.0,2006,98038,47.36,-122.04,660.0,1666.67
10574,10574,20141201T000000,253000.0,3,2.0,430.0,2457.33,1.0,0,0,5,7,430.0,0.0,1990,98042,47.37,-122.08,430.0,2455.33
10575,10575,20140506T000000,280000.0,3,1.75,543.33,3933.33,1.0,0,0,4,7,543.33,0.0,1971,98045,47.49,-121.73,696.67,19142.67
10576,10576,20150424T000000,440000.0,3,1.0,470.0,2975.0,1.0,0,0,3,7,470.0,0.0,1958,98052,47.68,-122.16,443.33,2975.0
10577,10577,20141118T000000,333000.0,5,1.75,413.33,2978.67,1.0,0,0,3,7,413.33,0.0,1954,98006,47.57,-122.14,533.33,3113.67
10578,10578,20140616T000000,759950.0,3,2.5,1033.33,7930.0,2.0,0,0,3,9,1033.33,0.0,2002,98075,47.59,-122.01,750.0,13618.0
10579,10579,20141224T000000,345000.0,3,2.25,673.33,3000.0,2.0,0,0,3,7,673.33,0.0,1979,98045,47.45,-121.78,486.67,3226.67
10580,10580,20140926T000000,350000.0,4,2.5,833.33,1943.67,2.0,0,0,3,8,833.33,0.0,2007,98038,47.35,-122.04,833.33,1729.33
10581,10581,20140807T000000,198000.0,2,1.0,263.33,4733.33,1.0,0,0,3,7,263.33,0.0,1951,98188,47.46,-122.28,476.67,3333.33
10582,10582,20140725T000000,730000.0,3,1.75,680.0,3764.67,1.0,0,0,4,7,446.67,233.33,1952,98004,47.59,-122.2,706.67,3195.67
10583,10583,20140528T000000,266200.0,3,1.5,476.67,3200.0,1.0,0,0,4,7,476.67,0.0,1966,98059,47.47,-122.15,530.0,3413.33
10584,10584,20150316T000000,1060000.0,4,2.5,750.0,3386.67,2.0,0,0,5,8,750.0,0.0,1967,98040,47.56,-122.22,886.67,3375.0
10585,10585,20140919T000000,95000.0,2,1.0,356.67,6816.67,1.0,0,0,2,6,356.67,0.0,1948,98058,47.43,-122.18,453.33,5193.67
10586,10586,20140623T000000,430000.0,3,1.75,433.33,4243.67,1.0,0,0,3,8,433.33,0.0,1981,98074,47.62,-122.04,566.67,4518.67
10587,10587,20140610T000000,650000.0,4,2.25,853.33,3243.67,2.0,0,0,4,7,853.33,0.0,1973,98034,47.73,-122.25,620.0,3243.67
10588,10588,20150317T000000,379900.0,3,2.5,730.0,1690.33,2.0,0,0,3,8,730.0,0.0,2004,98038,47.35,-122.04,766.67,1884.67
10589,10589,20150427T000000,325000.0,2,1.5,313.33,407.33,2.0,0,0,3,7,286.67,26.67,2004,98125,47.72,-122.32,434.0,613.33
10590,10590,20140606T000000,455000.0,4,2.25,580.0,2816.33,1.0,0,0,4,7,390.0,190.0,1958,98008,47.61,-122.12,660.0,3725.0
10591,10591,20140915T000000,392000.0,4,3.75,740.0,1265.67,1.5,0,0,4,6,443.33,296.67,1917,98108,47.56,-122.32,496.67,1446.67
10592,10592,20140904T000000,373000.0,3,1.75,436.67,2603.67,1.0,0,0,3,7,436.67,0.0,1976,98034,47.73,-122.17,510.0,2600.0
10593,10593,20141016T000000,951250.0,5,3.0,903.33,2742.33,1.0,0,2,3,8,636.67,266.67,1953,98199,47.65,-122.39,686.67,1800.0
10594,10594,20140624T000000,502000.0,3,2.0,433.33,4783.33,1.0,0,0,3,7,433.33,0.0,2013,98006,47.57,-122.15,506.67,3556.67
10595,10595,20150427T000000,362500.0,3,2.0,646.67,13529.33,1.0,0,0,3,7,646.67,0.0,2000,98058,47.43,-122.16,620.0,3219.0
10596,10596,20140623T000000,525000.0,2,1.0,360.0,1166.67,1.0,0,3,3,7,360.0,0.0,1924,98103,47.67,-122.36,596.67,1333.33
10597,10597,20150225T000000,580000.0,4,2.5,703.33,3893.33,1.0,0,0,4,7,473.33,230.0,1977,98052,47.7,-122.12,630.0,3200.0
10598,10598,20141222T000000,278000.0,3,2.25,530.0,3141.67,1.0,0,0,3,7,390.0,140.0,1985,98058,47.43,-122.16,530.0,3131.33
10599,10599,20141216T000000,422500.0,2,1.0,303.33,1600.0,1.0,0,0,4,7,303.33,0.0,1923,98126,47.55,-122.38,483.33,1666.67
10600,10600,20140909T000000,783200.0,4,2.0,530.0,1800.0,1.0,0,2,3,7,330.0,200.0,1900,98119,47.64,-122.37,730.0,1600.0
10601,10601,20140620T000000,715000.0,4,2.5,1096.67,2209.33,2.0,0,0,3,9,1096.67,0.0,2003,98075,47.6,-121.98,1080.0,1943.67
10602,10602,20140804T000000,472217.0,3,2.5,670.0,737.33,2.0,0,0,3,8,463.33,206.67,2014,98029,47.55,-122.0,563.33,539.67
10603,10603,20140528T000000,244615.0,3,2.5,686.67,1343.33,2.0,0,0,3,7,686.67,0.0,1999,98032,47.39,-122.24,686.67,1343.0
10604,10604,20141212T000000,385000.0,3,1.75,520.0,4762.67,1.0,0,0,3,6,260.0,260.0,1944,98125,47.72,-122.31,440.0,2976.0
10605,10605,20140725T000000,549995.0,3,1.0,373.33,2200.0,1.0,0,0,3,7,373.33,0.0,1943,98105,47.67,-122.27,433.33,2200.0
10606,10606,20140816T000000,959900.0,4,3.75,1183.33,5050.33,2.0,0,0,3,11,1183.33,0.0,2004,98075,47.59,-121.97,1446.67,5050.33
10607,10607,20140723T000000,510000.0,6,4.5,1100.0,2400.0,2.0,0,0,3,8,1100.0,0.0,1980,98052,47.68,-122.1,823.33,2520.33
10608,10608,20140813T000000,367000.0,3,1.75,666.67,4223.0,1.0,0,3,4,7,400.0,266.67,1965,98070,47.36,-122.45,526.67,4018.33
10609,10609,20141008T000000,375000.0,5,3.0,893.33,2803.33,2.0,0,0,3,8,603.33,290.0,1990,98058,47.44,-122.13,620.0,2803.33
10610,10610,20140512T000000,500000.0,2,2.25,430.0,444.67,3.0,0,0,3,8,430.0,0.0,2007,98107,47.67,-122.38,450.0,444.67
10611,10611,20150113T000000,489000.0,2,2.25,430.0,444.67,3.0,0,0,3,8,430.0,0.0,2007,98107,47.67,-122.38,450.0,444.67
10612,10612,20150427T000000,340000.0,3,2.0,383.33,233.33,2.0,0,0,3,7,266.67,116.67,2000,98136,47.56,-122.38,353.33,636.67
10613,10613,20150501T000000,562000.0,3,1.75,626.67,1992.67,1.0,0,0,5,7,313.33,313.33,1957,98144,47.58,-122.29,643.33,1590.0
10614,10614,20140912T000000,489950.0,3,2.5,800.0,2492.67,2.0,0,0,3,9,800.0,0.0,2002,98019,47.74,-121.97,993.33,2727.33
10615,10615,20141003T000000,652000.0,3,2.25,640.0,3200.0,1.0,0,0,4,8,520.0,120.0,1968,98052,47.63,-122.1,680.0,3200.0
10616,10616,20141024T000000,472000.0,4,3.25,1450.0,2363.33,2.0,0,0,3,8,956.67,493.33,1999,98042,47.37,-122.16,830.0,2422.0
10617,10617,20140612T000000,333000.0,4,2.5,636.67,3081.33,1.0,0,0,4,6,636.67,0.0,1963,98059,47.49,-122.14,863.33,3095.33
10618,10618,20140530T000000,560000.0,3,1.5,666.67,2450.0,1.0,0,0,3,8,666.67,0.0,1953,98177,47.71,-122.37,630.0,2320.0
10619,10619,20141201T000000,799000.0,4,3.5,1096.67,6702.33,2.0,0,4,3,10,740.0,356.67,1990,98198,47.36,-122.32,996.67,5662.67
10620,10620,20140710T000000,860000.0,5,2.25,1160.0,3066.67,2.0,0,0,3,8,1160.0,0.0,1979,98006,47.56,-122.15,1043.33,3066.67
10621,10621,20150430T000000,449500.0,4,2.5,803.33,18643.67,2.0,0,0,3,9,803.33,0.0,1989,98092,47.31,-122.1,926.67,18643.67
10622,10622,20141205T000000,692500.0,4,3.0,940.0,3833.33,2.0,0,0,3,10,940.0,0.0,1991,98075,47.58,-122.03,923.33,3231.33
10623,10623,20140812T000000,925000.0,4,1.75,903.33,3800.0,1.0,0,0,4,9,476.67,426.67,1976,98006,47.56,-122.15,880.0,3666.67
10624,10624,20141021T000000,267500.0,3,2.25,693.33,952.0,1.5,0,0,3,7,516.67,176.67,2003,98042,47.42,-122.16,693.33,758.33
10625,10625,20140714T000000,396800.0,4,2.5,733.33,2006.0,2.0,0,0,3,8,733.33,0.0,2010,98019,47.73,-121.97,826.67,1966.33
10626,10626,20150409T000000,220000.0,4,1.5,393.33,2686.0,1.0,0,0,5,7,393.33,0.0,1969,98092,47.3,-122.19,600.0,3116.0
10627,10627,20140822T000000,892500.0,3,1.75,706.67,18730.67,1.0,0,1,3,9,573.33,133.33,1959,98177,47.77,-122.37,746.67,6833.33
10628,10628,20140527T000000,455500.0,3,2.0,486.67,3437.0,1.0,0,0,4,7,486.67,0.0,1975,98052,47.68,-122.16,563.33,3226.33
10629,10629,20140612T000000,743000.0,3,1.75,703.33,3750.0,1.0,0,0,4,8,703.33,0.0,1961,98040,47.54,-122.22,853.33,3664.0
10630,10630,20141205T000000,338000.0,4,1.5,596.67,5975.0,1.0,0,0,4,6,596.67,0.0,1951,98155,47.75,-122.3,553.33,5055.0
10631,10631,20141003T000000,332000.0,3,1.75,446.67,4371.67,1.0,0,0,3,7,446.67,0.0,1978,98045,47.5,-121.77,456.67,3600.0
10632,10632,20150123T000000,563225.0,3,1.0,820.0,1333.33,1.5,0,0,4,7,456.67,363.33,1918,98112,47.63,-122.3,560.0,1333.33
10633,10633,20150427T000000,1150000.0,4,3.5,1253.33,6869.67,2.0,0,0,3,11,1253.33,0.0,1990,98077,47.73,-122.06,1120.0,5253.67
10634,10634,20141013T000000,645000.0,2,1.0,413.33,1666.67,1.0,0,0,3,7,333.33,80.0,1920,98103,47.66,-122.35,493.33,1166.67
10635,10635,20141230T000000,739000.0,3,2.5,916.67,5333.33,2.0,0,0,4,9,853.33,63.33,1981,98033,47.69,-122.19,790.0,3759.67
10636,10636,20140701T000000,435000.0,3,2.5,843.33,4482.0,2.0,0,0,3,9,843.33,0.0,1993,98019,47.73,-121.96,816.67,4482.0
10637,10637,20140729T000000,995000.0,3,2.25,1066.67,1266.67,2.0,0,0,5,9,883.33,183.33,1914,98102,47.64,-122.32,800.0,1300.0
10638,10638,20150320T000000,520000.0,4,2.75,673.33,2452.33,1.0,0,0,3,7,450.0,223.33,1986,98034,47.71,-122.22,563.33,2601.33
10639,10639,20150429T000000,400000.0,4,2.5,1010.0,60087.67,2.0,0,0,3,7,676.67,333.33,1987,98092,47.3,-122.1,866.67,60836.33
10640,10640,20141007T000000,440000.0,3,1.75,783.33,2547.0,1.0,0,0,3,7,503.33,280.0,1978,98034,47.73,-122.22,730.0,2500.0
10641,10641,20140917T000000,440000.0,3,1.5,563.33,2003.33,1.0,0,0,3,7,410.0,153.33,1946,98115,47.7,-122.29,563.33,1806.0
10642,10642,20150324T000000,738000.0,3,1.0,426.67,1300.0,1.0,0,0,4,7,426.67,0.0,1921,98103,47.65,-122.34,673.33,1520.0
10643,10643,20150403T000000,250000.0,3,1.5,390.0,3282.67,1.0,0,0,3,7,390.0,0.0,1963,98028,47.76,-122.23,740.0,1847.33
10644,10644,20140902T000000,338150.0,4,2.25,900.0,2860.0,2.0,0,0,3,8,900.0,0.0,1992,98022,47.21,-122.01,806.67,2860.0
10645,10645,20140902T000000,425000.0,3,2.25,600.0,2457.0,1.0,0,0,3,7,426.67,173.33,1979,98072,47.76,-122.14,653.33,2558.33
10646,10646,20140613T000000,883000.0,4,2.5,1223.33,18150.0,2.0,0,0,3,10,1223.33,0.0,1999,98074,47.62,-122.02,966.67,16552.67
10647,10647,20141202T000000,510000.0,3,2.0,783.33,88717.0,1.5,0,0,3,7,783.33,0.0,1983,98014,47.66,-121.89,756.67,74052.0
10648,10648,20140913T000000,950000.0,4,1.75,1033.33,7101.0,1.0,0,1,4,9,1033.33,0.0,1962,98075,47.58,-122.08,1160.0,3232.33
10649,10649,20141013T000000,435000.0,3,1.0,373.33,3218.67,1.0,0,0,5,7,373.33,0.0,1955,98006,47.57,-122.14,573.33,3302.67
10650,10650,20140527T000000,415000.0,5,1.5,633.33,3408.67,1.0,0,0,3,7,376.67,256.67,1961,98034,47.72,-122.23,563.33,3409.0
10651,10651,20141006T000000,439000.0,2,2.5,450.0,314.67,2.0,0,0,3,9,290.0,160.0,2004,98116,47.56,-122.38,480.0,450.0
10652,10652,20140527T000000,295832.0,5,1.0,470.0,2133.33,1.0,0,0,5,7,320.0,150.0,1955,98198,47.42,-122.33,466.67,2166.67
10653,10653,20141031T000000,285000.0,3,1.75,520.0,3171.33,1.0,0,0,4,7,520.0,0.0,1967,98031,47.41,-122.21,516.67,3200.0
10654,10654,20150430T000000,350000.0,3,1.5,363.33,1667.67,1.0,0,0,3,7,363.33,0.0,1962,98125,47.7,-122.32,513.33,1759.67
10655,10655,20141021T000000,489000.0,2,2.75,488.33,324.0,2.0,0,0,3,7,350.0,138.33,2006,98112,47.62,-122.3,493.33,476.67
10656,10656,20141124T000000,304500.0,3,2.25,596.67,2310.0,1.0,0,0,3,7,463.33,133.33,1974,98003,47.35,-122.32,603.33,2473.33
10657,10657,20150317T000000,288000.0,3,1.5,433.33,2437.67,1.0,0,0,4,7,433.33,0.0,1968,98055,47.46,-122.21,590.0,2691.67
10658,10658,20150211T000000,417000.0,3,1.75,640.0,3170.67,1.0,0,0,3,8,480.0,160.0,1980,98011,47.76,-122.17,606.67,3170.67
10659,10659,20150401T000000,615000.0,3,3.0,473.33,330.33,2.0,0,0,3,8,346.67,126.67,2005,98102,47.64,-122.33,500.0,433.67
10660,10660,20140918T000000,730000.0,5,3.5,1253.33,1619.0,2.0,0,3,3,9,940.0,313.33,2004,98072,47.74,-122.17,1000.0,1897.67
10661,10661,20140821T000000,178500.0,2,1.0,310.0,1149.0,1.0,0,0,4,8,310.0,0.0,1978,98198,47.38,-122.32,386.67,1149.0
10662,10662,20140815T000000,300000.0,4,2.0,526.67,3200.0,1.0,0,0,5,7,350.0,176.67,1965,98198,47.41,-122.31,570.0,3200.0
10663,10663,20140623T000000,415000.0,4,2.5,723.33,2839.33,1.0,0,3,3,7,450.0,273.33,1955,98178,47.51,-122.23,626.67,2560.0
10664,10664,20140822T000000,452500.0,3,1.75,680.0,5231.67,1.0,0,0,4,8,680.0,0.0,1959,98166,47.42,-122.34,760.0,4800.0
10665,10665,20140814T000000,1010000.0,4,2.75,1143.33,5292.33,1.0,0,4,3,11,1143.33,0.0,2005,98065,47.54,-121.86,1360.0,4859.0
10666,10666,20141201T000000,653000.0,4,2.5,720.0,2333.33,2.0,0,0,4,9,720.0,0.0,1989,98029,47.57,-122.01,766.67,2480.0
10667,10667,20140514T000000,715000.0,4,2.25,686.67,1883.0,1.0,0,0,5,8,453.33,233.33,1941,98199,47.65,-122.41,686.67,1875.33
10668,10668,20140828T000000,541000.0,3,1.75,470.0,1360.0,1.5,0,0,4,7,470.0,0.0,1927,98105,47.67,-122.32,606.67,1360.0
10669,10669,20141209T000000,245000.0,4,1.5,616.67,2515.67,1.5,0,0,4,7,616.67,0.0,1960,98198,47.37,-122.31,576.67,2525.67
10670,10670,20150217T000000,547000.0,2,1.0,456.67,3346.0,1.5,0,0,4,7,456.67,0.0,1922,98133,47.72,-122.34,536.67,2940.67
10671,10671,20150402T000000,750000.0,5,2.75,1110.0,4136.0,1.0,0,0,3,10,580.0,530.0,1976,98074,47.63,-122.06,926.67,4000.0
10672,10672,20150126T000000,575000.0,5,2.5,656.67,4125.0,1.0,0,0,3,8,523.33,133.33,1959,98133,47.74,-122.35,656.67,2980.33
10673,10673,20140813T000000,216000.0,3,1.75,436.67,2890.0,1.0,0,0,4,6,436.67,0.0,1984,98092,47.32,-122.19,874.0,2397.0
10674,10674,20140922T000000,443000.0,3,1.75,546.67,1526.33,1.0,0,0,4,6,546.67,0.0,1916,98133,47.71,-122.35,526.67,1680.0
10675,10675,20141103T000000,257700.0,4,2.25,533.33,2067.33,2.0,0,0,4,7,533.33,0.0,1986,98038,47.38,-122.05,510.0,2099.33
10676,10676,20150414T000000,278000.0,3,1.0,410.0,3146.67,1.0,0,0,3,7,410.0,0.0,1978,98045,47.47,-121.75,410.0,3432.0
10677,10677,20141105T000000,300000.0,3,2.5,746.67,1230.33,2.0,0,0,3,7,746.67,0.0,2003,98092,47.34,-122.17,873.0,1230.33
10678,10678,20150213T000000,269100.0,3,2.5,730.0,2634.67,2.0,0,0,3,8,730.0,0.0,1995,98092,47.26,-122.21,730.0,2556.33
10679,10679,20140818T000000,402500.0,3,1.0,330.0,3584.0,1.5,0,0,4,7,330.0,0.0,1929,98133,47.76,-122.35,606.67,2533.33
10680,10680,20140610T000000,306888.0,2,1.5,336.67,2573.0,2.0,0,0,3,7,336.67,0.0,1981,98056,47.51,-122.19,403.33,2573.0
10681,10681,20141226T000000,795000.0,4,2.5,973.33,4736.67,2.0,0,0,4,10,973.33,0.0,1978,98007,47.62,-122.15,946.67,4567.33
10682,10682,20140804T000000,525000.0,4,2.5,770.0,1857.67,2.0,0,0,4,9,770.0,0.0,2003,98056,47.52,-122.2,770.0,2063.0
10683,10683,20140720T000000,1050000.0,3,2.5,1156.67,4025.33,2.0,0,3,3,10,853.33,303.33,1988,98040,47.53,-122.24,1196.67,5892.33
10684,10684,20140829T000000,452000.0,2,1.0,406.67,2000.0,1.0,0,0,3,6,293.33,113.33,1938,98118,47.56,-122.27,406.67,2280.0
10685,10685,20150413T000000,350000.0,3,2.25,516.67,1800.33,2.0,0,0,3,7,516.67,0.0,2000,98019,47.74,-121.97,580.0,1495.0
10686,10686,20150409T000000,410000.0,4,2.5,690.0,2060.0,2.0,0,0,3,8,690.0,0.0,2007,98056,47.49,-122.18,416.67,2006.0
10687,10687,20141113T000000,595000.0,3,1.75,686.67,1200.0,1.5,0,0,3,7,393.33,293.33,1985,98119,47.64,-122.37,576.67,825.0
10688,10688,20150407T000000,499000.0,3,2.5,563.33,1617.0,2.0,0,0,3,7,563.33,0.0,2004,98053,47.68,-122.03,776.67,1617.0
10689,10689,20141022T000000,340000.0,4,2.5,850.0,2518.33,2.0,0,0,3,8,850.0,0.0,2001,98001,47.26,-122.29,850.0,2266.67
10690,10690,20140625T000000,1065000.0,5,3.25,1123.33,2649.0,2.0,0,0,3,10,1123.33,0.0,2001,98033,47.69,-122.2,680.0,2633.33
10691,10691,20140528T000000,460000.0,4,3.0,743.33,17661.0,2.0,0,0,3,8,743.33,0.0,1991,98030,47.36,-122.2,686.67,2918.33
10692,10692,20140819T000000,345000.0,4,2.5,794.0,1966.33,2.0,0,0,3,8,794.0,0.0,2011,98003,47.28,-122.3,794.0,1965.67
10693,10693,20150218T000000,280500.0,3,2.25,540.0,2522.0,2.0,0,0,3,7,540.0,0.0,1990,98038,47.36,-122.04,490.0,2522.0
10694,10694,20150225T000000,704000.0,3,1.0,380.0,2040.0,1.5,0,0,3,7,380.0,0.0,1926,98115,47.68,-122.31,600.0,1360.0
10695,10695,20141007T000000,545000.0,3,2.5,713.33,13391.0,2.0,0,0,4,8,713.33,0.0,1990,98027,47.48,-122.07,793.33,14338.67
10696,10696,20140807T000000,335000.0,3,1.5,633.33,2528.0,1.0,0,0,5,7,633.33,0.0,1962,98056,47.51,-122.19,470.0,2528.0
10697,10697,20140523T000000,1325000.0,4,3.0,1123.33,2640.0,1.0,0,3,3,10,620.0,503.33,1988,98117,47.68,-122.4,910.0,2460.0
10698,10698,20140811T000000,420000.0,3,2.75,766.67,2666.67,1.0,0,0,3,7,476.67,290.0,1965,98003,47.33,-122.31,690.0,3400.0
10699,10699,20150220T000000,705000.0,4,2.0,680.0,1683.33,1.0,0,0,5,7,386.67,293.33,1937,98115,47.69,-122.32,680.0,1683.33
10700,10700,20141104T000000,274900.0,4,1.75,613.33,3509.33,1.0,0,0,3,7,403.33,210.0,1990,98023,47.3,-122.38,540.0,3110.33
10701,10701,20140502T000000,499950.0,4,2.5,953.33,1115.0,2.0,0,0,3,8,730.0,223.33,2004,98072,47.77,-122.16,953.33,1198.67
10702,10702,20150318T000000,415250.0,3,1.5,466.67,2516.67,1.0,0,0,4,7,466.67,0.0,1953,98133,47.76,-122.34,576.67,2520.67
